EmployeeNumber:int,EducationField:string,JobInvolvement:string,JobLevel:int,JobRole:string,BusinessTravel:string,Department:string,Attrition:string,DailyRate:int
1004,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,Yes,138
1005,Life Sciences,High,4,Manufacturing Director,Travel_Rarely,Research & Development,No,939
1006,Medical,High,1,Research Scientist,Travel_Frequently,Research & Development,No,1391
1007,Medical,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,566
1009,Medical,Medium,2,Manufacturing Director,Travel_Rarely,Research & Development,No,1206
1010,Other,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,622
1011,Life Sciences,High,2,Manufacturing Director,Travel_Frequently,Research & Development,No,853
1012,Life Sciences,High,1,Research Scientist,Non-Travel,Research & Development,No,287
1013,Technical Degree,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,1441
1014,Medical,High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,583
1015,Life Sciences,Very High,3,Research Director,Travel_Rarely,Research & Development,No,153
1016,Medical,Medium,1,Research Scientist,Travel_Rarely,Research & Development,Yes,1097
1017,Medical,High,1,Laboratory Technician,Travel_Frequently,Research & Development,Yes,109
1018,Medical,Very High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,1066
1019,Life Sciences,Low,1,Laboratory Technician,Travel_Rarely,Research & Development,No,217
1022,Life Sciences,Medium,2,Healthcare Representative,Travel_Rarely,Research & Development,No,277
1024,Life Sciences,Medium,3,Healthcare Representative,Travel_Rarely,Research & Development,No,1355
1025,Medical,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,549
1026,Life Sciences,Medium,4,Manufacturing Director,Travel_Rarely,Research & Development,No,466
1027,Life Sciences,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,1055
1028,Other,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,802
1029,Marketing,High,5,Manager,Travel_Rarely,Sales,No,265
1030,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,804
1032,Life Sciences,Medium,4,Manufacturing Director,Travel_Rarely,Research & Development,No,715
1033,Medical,Low,2,Healthcare Representative,Travel_Rarely,Research & Development,Yes,1141
1034,Medical,High,2,Healthcare Representative,Travel_Frequently,Research & Development,No,135
1035,Life Sciences,Low,5,Research Director,Non-Travel,Research & Development,No,247
1036,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1035
1037,Medical,Low,2,Sales Executive,Non-Travel,Sales,Yes,265
1038,Marketing,Low,5,Manager,Travel_Rarely,Sales,Yes,266
1039,Medical,Very High,4,Sales Executive,Travel_Rarely,Sales,No,1448
1040,Life Sciences,High,2,Sales Executive,Non-Travel,Sales,No,145
1042,Life Sciences,Very High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,885
1043,Medical,High,3,Manufacturing Director,Travel_Frequently,Research & Development,No,945
1044,Life Sciences,Medium,1,Sales Representative,Non-Travel,Sales,No,1038
1045,Life Sciences,High,4,Manager,Travel_Rarely,Sales,No,1234
1046,Medical,High,1,Laboratory Technician,Non-Travel,Research & Development,No,1109
1047,Marketing,Very High,2,Sales Executive,Travel_Rarely,Sales,No,216
1048,Technical Degree,High,3,Manager,Travel_Rarely,Sales,No,1089
1049,Medical,High,1,Human Resources,Travel_Rarely,Human Resources,No,788
1050,Marketing,Medium,3,Sales Executive,Travel_Frequently,Sales,No,124
1052,Other,High,2,Laboratory Technician,Travel_Rarely,Research & Development,Yes,660
1053,Life Sciences,High,1,Research Scientist,Travel_Frequently,Research & Development,Yes,342
1055,Life Sciences,High,1,Sales Representative,Travel_Rarely,Sales,No,1333
1056,Medical,High,1,Sales Representative,Travel_Rarely,Sales,No,1144
1060,Other,High,1,Research Scientist,Travel_Frequently,Research & Development,No,1186
1061,Medical,High,5,Research Director,Travel_Rarely,Research & Development,No,1464
1062,Other,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,124
1066,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,300
1068,Medical,Medium,1,Research Scientist,Travel_Frequently,Research & Development,No,921
1069,Medical,High,5,Research Director,Travel_Rarely,Research & Development,No,430
1070,Life Sciences,Medium,3,Sales Executive,Travel_Rarely,Sales,No,1082
1071,Medical,High,1,Research Scientist,Travel_Frequently,Research & Development,No,1240
1073,Medical,Medium,3,Manufacturing Director,Travel_Rarely,Research & Development,No,796
1074,Medical,Medium,4,Manager,Non-Travel,Research & Development,No,444
1076,Medical,Medium,3,Sales Executive,Travel_Rarely,Sales,No,415
1077,Marketing,High,1,Sales Representative,Travel_Frequently,Sales,Yes,769
1079,Life Sciences,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1334
1080,Life Sciences,Medium,2,Research Scientist,Travel_Rarely,Research & Development,No,1003
1081,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,Yes,1323
1082,Technical Degree,Medium,3,Healthcare Representative,Non-Travel,Research & Development,Yes,1366
1083,Medical,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,192
1084,Other,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,1176
1085,Technical Degree,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,509
1088,Life Sciences,Medium,3,Healthcare Representative,Travel_Rarely,Research & Development,No,330
1092,Technical Degree,High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,1492
1094,Life Sciences,Low,1,Laboratory Technician,Non-Travel,Research & Development,No,1277
1096,Life Sciences,High,3,Manufacturing Director,Travel_Frequently,Research & Development,No,1091
1097,Other,High,2,Research Scientist,Travel_Rarely,Research & Development,No,857
1098,Medical,Medium,3,Human Resources,Travel_Rarely,Human Resources,Yes,1376
1099,Life Sciences,Medium,3,Healthcare Representative,Travel_Rarely,Research & Development,No,654
1100,Technical Degree,High,3,Sales Executive,Travel_Rarely,Sales,Yes,1204
1101,Medical,Medium,2,Research Scientist,Travel_Frequently,Research & Development,Yes,827
1102,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,895
1103,Life Sciences,High,2,Healthcare Representative,Travel_Frequently,Research & Development,No,618
1105,Life Sciences,Medium,2,Sales Executive,Travel_Rarely,Sales,No,309
1106,Technical Degree,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1219
1107,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1330
1108,Medical,Medium,1,Research Scientist,Travel_Rarely,Research & Development,Yes,1017
1109,Medical,High,4,Manager,Travel_Rarely,Research & Development,No,469
1111,Medical,Medium,1,Laboratory Technician,Travel_Frequently,Research & Development,Yes,1009
1113,Other,High,2,Sales Executive,Travel_Frequently,Sales,Yes,959
1114,Life Sciences,High,2,Sales Executive,Travel_Frequently,Sales,No,970
1115,Life Sciences,Medium,1,Research Scientist,Non-Travel,Research & Development,No,697
1116,Medical,Very High,4,Manager,Non-Travel,Research & Development,No,1262
1117,Life Sciences,Medium,2,Sales Executive,Non-Travel,Sales,No,1050
1118,Life Sciences,High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,994
1119,Marketing,Medium,3,Sales Executive,Travel_Rarely,Sales,No,770
1120,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1107
1121,Medical,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,950
1124,Marketing,High,4,Manager,Travel_Rarely,Sales,No,406
1125,Marketing,High,3,Sales Executive,Travel_Rarely,Sales,No,130
1126,Life Sciences,High,3,Manufacturing Director,Travel_Frequently,Research & Development,No,1082
1127,Life Sciences,High,4,Healthcare Representative,Travel_Frequently,Research & Development,Yes,203
1128,Medical,Medium,5,Research Director,Travel_Rarely,Research & Development,No,1308
1131,Technical Degree,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,984
1132,Life Sciences,High,2,Laboratory Technician,Non-Travel,Research & Development,No,439
1133,Life Sciences,High,2,Manufacturing Director,Non-Travel,Research & Development,No,217
1135,Life Sciences,Very High,1,Sales Representative,Travel_Frequently,Sales,No,793
1136,Life Sciences,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,1451
1137,Marketing,High,2,Sales Executive,Travel_Frequently,Sales,No,1182
1138,Technical Degree,Medium,4,Sales Executive,Travel_Rarely,Sales,No,174
1140,Life Sciences,High,2,Manufacturing Director,Travel_Frequently,Research & Development,No,1003
1143,Life Sciences,High,1,Research Scientist,Travel_Frequently,Research & Development,No,490
1148,Medical,Low,2,Laboratory Technician,Travel_Rarely,Research & Development,No,188
1150,Medical,Medium,2,Manufacturing Director,Travel_Rarely,Research & Development,No,718
1152,Human Resources,Very High,1,Human Resources,Travel_Rarely,Human Resources,No,433
1154,Life Sciences,Medium,1,Research Scientist,Travel_Frequently,Research & Development,No,773
1156,Medical,High,1,Laboratory Technician,Non-Travel,Research & Development,Yes,247
1157,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,Yes,603
1158,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,167
1160,Medical,High,1,Laboratory Technician,Travel_Frequently,Research & Development,Yes,874
1161,Medical,Medium,2,Healthcare Representative,Travel_Rarely,Research & Development,No,367
1162,Life Sciences,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,199
1163,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1400
1164,Technical Degree,High,1,Human Resources,Travel_Rarely,Human Resources,No,528
1165,Life Sciences,Medium,3,Sales Executive,Travel_Rarely,Sales,Yes,408
1166,Medical,High,3,Research Director,Travel_Frequently,Research & Development,No,593
1167,Life Sciences,High,4,Sales Executive,Travel_Frequently,Sales,Yes,481
1171,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,647
1172,Medical,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,982
1173,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,477
1175,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1485
1177,Medical,Very High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1384
1179,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,No,852
1180,Medical,Medium,2,Research Scientist,Travel_Frequently,Research & Development,No,902
1182,Life Sciences,Medium,3,Manufacturing Director,Travel_Rarely,Research & Development,No,819
1184,Medical,Medium,2,Healthcare Representative,Travel_Frequently,Research & Development,No,669
1185,Other,Medium,1,Laboratory Technician,Travel_Frequently,Research & Development,No,636
1188,Marketing,Low,2,Sales Executive,Travel_Rarely,Sales,Yes,1372
1190,Life Sciences,High,1,Sales Representative,Non-Travel,Sales,No,862
1191,Technical Degree,High,5,Manager,Travel_Rarely,Research & Development,No,718
1192,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1401
1193,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,645
1195,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1457
1196,Life Sciences,Medium,2,Manufacturing Director,Travel_Rarely,Research & Development,No,977
1198,Life Sciences,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,805
1200,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,Yes,1097
1201,Medical,High,5,Manager,Travel_Rarely,Research & Development,No,1223
1202,Life Sciences,Low,1,Research Scientist,Travel_Rarely,Research & Development,No,942
1203,Life Sciences,Medium,1,Research Scientist,Travel_Frequently,Research & Development,Yes,1256
1204,Marketing,High,4,Manager,Travel_Rarely,Sales,No,1402
1206,Life Sciences,Low,1,Research Scientist,Non-Travel,Research & Development,No,111
1207,Human Resources,High,1,Human Resources,Travel_Rarely,Human Resources,No,147
1210,Life Sciences,Medium,1,Research Scientist,Non-Travel,Research & Development,Yes,906
1211,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1329
1212,Medical,High,2,Sales Executive,Travel_Frequently,Sales,No,1184
1215,Medical,High,4,Manager,Travel_Frequently,Research & Development,No,1421
1216,Medical,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1179
1217,Life Sciences,High,5,Research Director,Travel_Rarely,Research & Development,No,1450
1218,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1361
1219,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,984
1220,Medical,High,2,Sales Executive,Travel_Frequently,Sales,No,1146
1221,Life Sciences,Low,1,Laboratory Technician,Travel_Rarely,Research & Development,No,917
1224,Life Sciences,High,2,Laboratory Technician,Travel_Rarely,Research & Development,No,853
1225,Other,High,2,Research Scientist,Travel_Rarely,Research & Development,No,200
1226,Marketing,Very High,1,Sales Representative,Travel_Rarely,Sales,No,654
1228,Technical Degree,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,150
1231,Medical,Very High,2,Human Resources,Non-Travel,Human Resources,No,179
1233,Marketing,Very High,2,Sales Executive,Travel_Rarely,Sales,No,696
1234,Other,Medium,1,Laboratory Technician,Travel_Frequently,Research & Development,No,116
1235,Life Sciences,High,2,Research Scientist,Travel_Frequently,Research & Development,No,1316
1237,Technical Degree,Low,3,Manufacturing Director,Travel_Rarely,Research & Development,No,363
1238,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,117
1239,Technical Degree,Medium,2,Sales Executive,Travel_Rarely,Sales,No,107
1240,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1356
1241,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1465
1242,Medical,High,3,Research Director,Travel_Frequently,Research & Development,No,458
1243,Marketing,Medium,3,Sales Executive,Non-Travel,Sales,No,1212
1244,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1103
1245,Life Sciences,High,3,Manufacturing Director,Travel_Frequently,Research & Development,No,966
1246,Life Sciences,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,1117
1248,Medical,Medium,1,Research Scientist,Non-Travel,Research & Development,Yes,504
1249,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1010
1250,Life Sciences,High,4,Research Director,Travel_Rarely,Research & Development,No,685
1251,Medical,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1332
1252,Medical,Medium,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1062
1254,Life Sciences,Medium,2,Sales Executive,Travel_Rarely,Sales,No,326
1255,Life Sciences,Low,5,Research Director,Travel_Rarely,Research & Development,No,920
1256,Medical,Medium,5,Manager,Travel_Rarely,Research & Development,No,1098
1257,Technical Degree,High,1,Research Scientist,Travel_Frequently,Research & Development,No,469
1258,Technical Degree,Very High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,969
1259,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1167
1260,Life Sciences,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1329
1263,Life Sciences,Medium,5,Research Director,Travel_Rarely,Research & Development,No,715
1264,Life Sciences,Medium,4,Research Director,Travel_Rarely,Research & Development,No,694
1265,Technical Degree,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,1320
1267,Marketing,High,5,Manager,Travel_Rarely,Sales,No,1099
1268,Marketing,Very High,3,Sales Executive,Travel_Rarely,Sales,No,536
1269,Life Sciences,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,265
1270,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,373
1273,Life Sciences,Low,1,Sales Representative,Travel_Frequently,Sales,Yes,599
1275,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,583
1277,Marketing,Low,5,Manager,Travel_Rarely,Sales,Yes,1449
1278,Medical,Medium,4,Healthcare Representative,Non-Travel,Research & Development,No,177
1279,Life Sciences,Medium,1,Laboratory Technician,Travel_Frequently,Research & Development,Yes,251
1280,Marketing,Medium,5,Manager,Travel_Rarely,Sales,No,168
1281,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,131
1282,Life Sciences,High,5,Manager,Travel_Frequently,Sales,No,237
1283,Medical,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,1429
1285,Medical,High,2,Laboratory Technician,Travel_Frequently,Research & Development,No,135
1286,Medical,High,1,Laboratory Technician,Travel_Frequently,Research & Development,No,791
1288,Life Sciences,Very High,5,Manager,Travel_Rarely,Research & Development,No,1199
1289,Life Sciences,Medium,2,Human Resources,Travel_Frequently,Human Resources,No,648
1291,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,735
1292,Medical,Very High,2,Research Scientist,Travel_Rarely,Research & Development,No,603
1293,Marketing,Medium,3,Sales Executive,Travel_Rarely,Sales,No,531
1294,Life Sciences,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,429
1295,Medical,High,3,Healthcare Representative,Travel_Rarely,Research & Development,Yes,621
1296,Life Sciences,Medium,1,Laboratory Technician,Travel_Frequently,Research & Development,No,193
1297,Medical,Medium,1,Laboratory Technician,Travel_Frequently,Research & Development,No,968
1298,Medical,High,2,Manufacturing Director,Non-Travel,Research & Development,No,879
1299,Technical Degree,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,806
1301,Technical Degree,High,1,Research Scientist,Travel_Rarely,Research & Development,No,640
1303,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,266
1304,Medical,Very High,2,Sales Executive,Travel_Rarely,Sales,No,604
1306,Medical,High,5,Manager,Travel_Frequently,Research & Development,No,364
1307,Medical,Medium,4,Manager,Travel_Rarely,Research & Development,No,412
1308,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,848
1309,Life Sciences,High,2,Laboratory Technician,Travel_Rarely,Research & Development,Yes,1089
1310,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,Yes,360
1311,Technical Degree,Medium,2,Laboratory Technician,Travel_Rarely,Research & Development,No,1138
1312,Technical Degree,High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,325
1314,Life Sciences,High,1,Human Resources,Travel_Rarely,Human Resources,No,991
1315,Life Sciences,Low,2,Laboratory Technician,Non-Travel,Research & Development,No,1476
1317,Life Sciences,High,4,Research Director,Travel_Rarely,Research & Development,No,1322
1318,Marketing,Medium,3,Sales Executive,Travel_Rarely,Sales,Yes,299
1319,Life Sciences,High,3,Sales Executive,Travel_Rarely,Sales,Yes,1030
1321,Medical,High,3,Manager,Travel_Rarely,Research & Development,No,634
1322,Life Sciences,High,2,Manufacturing Director,Travel_Rarely,Research & Development,No,524
1324,Life Sciences,High,3,Sales Executive,Non-Travel,Sales,No,587
1329,Medical,Low,2,Sales Executive,Non-Travel,Sales,No,256
1331,Life Sciences,High,1,Sales Representative,Travel_Frequently,Sales,Yes,1060
1333,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,Yes,935
1334,Life Sciences,High,4,Manager,Non-Travel,Research & Development,No,495
1336,Medical,Low,5,Manager,Travel_Rarely,Research & Development,No,282
1338,Life Sciences,High,5,Manager,Travel_Rarely,Human Resources,No,206
1340,Life Sciences,High,1,Research Scientist,Non-Travel,Research & Development,No,458
1344,Life Sciences,High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,943
1346,Life Sciences,High,2,Research Scientist,Travel_Rarely,Research & Development,No,523
1349,Marketing,High,2,Sales Executive,Travel_Frequently,Sales,No,1018
1350,Life Sciences,High,2,Research Scientist,Travel_Frequently,Research & Development,No,482
1352,Life Sciences,High,4,Manager,Travel_Rarely,Human Resources,No,770
1355,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1009
1356,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,507
1358,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,882
1360,Medical,Medium,3,Manufacturing Director,Travel_Rarely,Research & Development,Yes,601
1361,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,329
1362,Marketing,Very High,2,Sales Executive,Travel_Frequently,Sales,No,607
1363,Life Sciences,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,855
1364,Medical,Very High,1,Sales Representative,Travel_Rarely,Sales,No,1291
1367,Technical Degree,Medium,4,Manufacturing Director,Travel_Rarely,Research & Development,No,1405
1368,Life Sciences,High,1,Laboratory Technician,Non-Travel,Research & Development,No,1124
1369,Medical,Medium,2,Laboratory Technician,Travel_Rarely,Research & Development,No,817
1371,Life Sciences,Low,2,Sales Executive,Travel_Frequently,Sales,No,793
1372,Marketing,Very High,4,Sales Executive,Travel_Rarely,Sales,Yes,267
1373,Life Sciences,High,4,Manufacturing Director,Travel_Rarely,Research & Development,No,1369
1374,Technical Degree,Medium,1,Research Scientist,Non-Travel,Research & Development,No,999
1375,Medical,Very High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1202
1377,Medical,High,2,Laboratory Technician,Travel_Rarely,Research & Development,No,285
1379,Life Sciences,Medium,1,Sales Representative,Travel_Frequently,Sales,Yes,703
1380,Marketing,High,2,Sales Executive,Travel_Frequently,Sales,Yes,662
1382,Life Sciences,Very High,1,Research Scientist,Travel_Frequently,Research & Development,No,693
1383,Technical Degree,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,404
1387,Life Sciences,Medium,2,Sales Executive,Travel_Rarely,Sales,No,736
1389,Medical,High,2,Manufacturing Director,Travel_Rarely,Research & Development,Yes,330
1390,Life Sciences,Medium,2,Sales Executive,Travel_Rarely,Sales,No,1498
1391,Marketing,High,3,Sales Executive,Travel_Frequently,Sales,No,541
1392,Life Sciences,High,2,Research Scientist,Travel_Frequently,Research & Development,No,1200
1394,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1439
1395,Life Sciences,High,2,Sales Executive,Travel_Frequently,Sales,No,1111
1396,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,499
1397,Life Sciences,High,3,Healthcare Representative,Non-Travel,Research & Development,No,1485
1399,Life Sciences,Very High,2,Sales Executive,Travel_Rarely,Sales,No,1372
1401,Medical,Very High,4,Manufacturing Director,Travel_Frequently,Research & Development,No,322
1402,Medical,Medium,2,Research Scientist,Travel_Rarely,Research & Development,No,930
1403,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,No,205
1405,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,Yes,135
1407,Medical,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,683
1408,Human Resources,High,4,Manager,Travel_Rarely,Human Resources,No,1147
1409,Other,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,258
1411,Medical,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1462
1412,Life Sciences,High,3,Manufacturing Director,Travel_Frequently,Research & Development,No,200
1415,Technical Degree,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,949
1417,Other,Very High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,652
1419,Other,Medium,3,Human Resources,Travel_Rarely,Human Resources,No,332
1420,Life Sciences,Medium,2,Laboratory Technician,Travel_Frequently,Research & Development,Yes,1475
1421,Other,High,3,Healthcare Representative,Travel_Frequently,Research & Development,Yes,337
1422,Medical,High,4,Research Director,Travel_Rarely,Research & Development,No,971
1423,Medical,High,5,Research Director,Travel_Rarely,Research & Development,No,1055
1424,Medical,Very High,4,Research Director,Travel_Rarely,Research & Development,No,1136
1425,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,1174
1427,Life Sciences,Low,1,Sales Representative,Travel_Frequently,Sales,Yes,667
1428,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,855
1430,Life Sciences,High,4,Research Director,Travel_Rarely,Research & Development,No,182
1431,Other,High,1,Research Scientist,Travel_Frequently,Research & Development,No,560
1433,Life Sciences,Medium,1,Research Scientist,Travel_Rarely,Research & Development,Yes,202
1434,Life Sciences,High,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1377
1435,Life Sciences,Medium,2,Laboratory Technician,Travel_Rarely,Research & Development,No,172
1436,Marketing,Medium,2,Sales Executive,Travel_Rarely,Sales,No,329
1438,Technical Degree,High,1,Research Scientist,Travel_Rarely,Research & Development,No,465
1439,Life Sciences,Medium,1,Sales Representative,Travel_Rarely,Sales,Yes,383
1440,Technical Degree,Very High,1,Laboratory Technician,Non-Travel,Research & Development,No,1413
1441,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1255
1443,Medical,High,4,Research Director,Travel_Rarely,Research & Development,No,359
1445,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,1476
1446,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,601
1447,Life Sciences,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,401
1448,Medical,Very High,1,Research Scientist,Travel_Rarely,Research & Development,No,1283
1449,Other,High,2,Laboratory Technician,Non-Travel,Research & Development,No,663
1453,Life Sciences,High,3,Sales Executive,Travel_Rarely,Sales,No,326
1457,Marketing,High,3,Sales Executive,Travel_Rarely,Sales,Yes,377
1458,Life Sciences,Medium,1,Laboratory Technician,Non-Travel,Research & Development,Yes,592
1459,Life Sciences,Very High,3,Manufacturing Director,Travel_Frequently,Research & Development,Yes,1445
1460,Medical,Low,3,Healthcare Representative,Travel_Rarely,Research & Development,No,1038
1461,Medical,Very High,1,Human Resources,Travel_Rarely,Human Resources,No,1398
1464,Life Sciences,High,1,Laboratory Technician,Travel_Frequently,Research & Development,Yes,523
1465,Technical Degree,High,3,Manufacturing Director,Travel_Rarely,Research & Development,No,1448
1466,Marketing,High,2,Sales Executive,Travel_Rarely,Sales,No,1221
1467,Technical Degree,High,1,Human Resources,Travel_Rarely,Human Resources,Yes,1107
1468,Medical,Medium,3,Research Director,Non-Travel,Research & Development,No,218
1469,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,866
1471,Life Sciences,Medium,1,Laboratory Technician,Non-Travel,Research & Development,No,981
1472,Medical,Very High,4,Research Director,Travel_Rarely,Research & Development,No,447
1473,Technical Degree,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1495
1474,Medical,High,1,Research Scientist,Travel_Rarely,Research & Development,No,896
1475,Life Sciences,High,1,Research Scientist,Travel_Rarely,Research & Development,No,1467
1477,Medical,High,2,Sales Executive,Travel_Frequently,Sales,No,430
1478,Other,Low,2,Sales Executive,Travel_Rarely,Sales,No,1326
1479,Life Sciences,High,2,Sales Executive,Travel_Rarely,Sales,No,1358
1480,Medical,High,1,Laboratory Technician,Travel_Frequently,Research & Development,No,748
1481,Marketing,High,2,Sales Executive,Travel_Frequently,Sales,No,383
1482,Technical Degree,High,1,Research Scientist,Non-Travel,Research & Development,No,990
1483,Life Sciences,Very High,2,Research Scientist,Travel_Rarely,Research & Development,No,405
1484,Life Sciences,High,3,Healthcare Representative,Travel_Rarely,Research & Development,No,1490
1485,Medical,High,4,Research Director,Travel_Frequently,Research & Development,No,829
1486,Technical Degree,High,1,Sales Representative,Travel_Frequently,Sales,Yes,1496
1487,Technical Degree,High,2,Sales Executive,Travel_Frequently,Sales,Yes,115
1489,Medical,Medium,2,Sales Executive,Travel_Rarely,Sales,Yes,790
1492,Life Sciences,High,1,Sales Representative,Travel_Rarely,Sales,No,660
1494,Medical,High,1,Laboratory Technician,Travel_Frequently,Research & Development,Yes,381
1495,Life Sciences,High,1,Sales Representative,Non-Travel,Sales,No,830
1496,Medical,High,3,Manufacturing Director,Travel_Frequently,Research & Development,No,1193
1497,Life Sciences,Medium,2,Sales Executive,Travel_Rarely,Sales,No,1246
1499,Life Sciences,High,1,Human Resources,Travel_Rarely,Human Resources,No,330
1501,Life Sciences,High,2,Healthcare Representative,Travel_Rarely,Research & Development,No,1229
1502,Medical,Medium,1,Laboratory Technician,Travel_Rarely,Research & Development,No,1099
1503,Medical,High,2,Sales Executive,Travel_Rarely,Sales,No,571
1504,Medical,Medium,1,Laboratory Technician,Travel_Frequently,Research & Development,Yes,289
1506,Life Sciences,Medium,1,Research Scientist,Travel_Rarely,Research & Development,No,1423
