Age:int,Attrition:string,BusinessTravel:string,DailyRate:int,Department:string,DistanceFromHome:int,Education:string,EducationField:string,EmployeeCount:int,EmployeeNumber:int,EnvironmentSatisfaction:string,Gender:string,HourlyRate:int,JobInvolvement:string,JobLevel:int,JobRole:string,JobSatisfaction:int,MaritalStatus:string,MonthlyIncome:int,MonthlyRate:int,NumCompaniesWorked:int,Over18:string,OverTime:string,PercentSalaryHike:int,PerformanceRating:string,RelationshipSatisfaction:string,StandardHours:int,StockOptionLevel:int,TotalWorkingYears:int,TrainingTimesLastYear:int,WorkLifeBalance:string,YearsAtCompany:int,YearsInCurrentRole:int,YearsSinceLastPromotion:int,YearsWithCurrManager:int
38,No,Non-Travel,152,Sales,10,Bachelor,Technical Degree,1,983,High,Female,85,High,2,Sales Executive,4,Single,5666,19899,1,Y,Yes,13,Excellent,Medium,80,0,6,1,Better,5,3,1,3
35,No,Travel_Rarely,882,Sales,3,Master,Life Sciences,1,984,Very High,Male,92,High,3,Sales Executive,4,Divorced,7823,6812,6,Y,No,13,Excellent,Medium,80,1,12,2,Better,10,9,0,8
39,No,Travel_Rarely,903,Sales,2,Doctor,Life Sciences,1,985,Low,Male,41,Very High,3,Sales Executive,3,Single,7880,2560,0,Y,No,18,Excellent,Very High,80,0,9,3,Better,8,7,0,7
40,Yes,Non-Travel,1479,Sales,24,Bachelor,Life Sciences,1,986,Medium,Female,100,Very High,4,Sales Executive,2,Single,13194,17071,4,Y,Yes,16,Excellent,Very High,80,0,22,2,Good,1,0,0,0
47,No,Travel_Frequently,1379,Research & Development,16,Master,Medical,1,987,High,Male,64,Very High,2,Manufacturing Director,3,Divorced,5067,6759,1,Y,Yes,19,Excellent,High,80,0,20,3,Best,19,10,2,7
36,No,Non-Travel,1229,Sales,8,Master,Technical Degree,1,990,Low,Male,84,High,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,Excellent,Very High,80,2,12,3,Better,7,7,0,7
31,Yes,Non-Travel,335,Research & Development,9,College,Medical,1,991,High,Male,46,Medium,1,Research Scientist,1,Single,2321,10322,0,Y,Yes,22,Outstanding,Low,80,0,4,0,Better,3,2,1,2
33,No,Non-Travel,722,Sales,17,Bachelor,Life Sciences,1,992,Very High,Male,38,High,4,Manager,3,Single,17444,20489,1,Y,No,11,Excellent,Very High,80,0,10,2,Better,10,8,6,0
29,Yes,Travel_Rarely,906,Research & Development,10,Bachelor,Life Sciences,1,994,Very High,Female,92,Medium,1,Research Scientist,1,Single,2404,11479,6,Y,Yes,20,Outstanding,High,80,0,3,5,Better,0,0,0,0
33,No,Travel_Rarely,461,Research & Development,13,Below College,Life Sciences,1,995,Medium,Female,53,High,1,Research Scientist,4,Single,3452,17241,3,Y,No,18,Excellent,Low,80,0,5,4,Better,3,2,0,2
45,No,Travel_Rarely,974,Research & Development,1,Master,Medical,1,996,Very High,Female,91,High,1,Laboratory Technician,4,Divorced,2270,11005,3,Y,No,14,Excellent,Very High,80,2,8,2,Better,5,3,0,2
50,No,Travel_Rarely,1126,Research & Development,1,College,Medical,1,997,Very High,Male,66,High,4,Research Director,4,Divorced,17399,6615,9,Y,No,22,Outstanding,High,80,1,32,1,Good,5,4,1,3
33,No,Travel_Frequently,827,Research & Development,1,Master,Other,1,998,High,Female,84,Very High,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,Excellent,Low,80,1,6,2,Better,6,5,1,2
41,No,Travel_Frequently,840,Research & Development,9,Bachelor,Medical,1,999,Low,Male,64,High,5,Research Director,3,Divorced,19419,3735,2,Y,No,17,Excellent,Medium,80,1,21,2,Best,18,16,0,11
27,No,Travel_Rarely,1134,Research & Development,16,Master,Technical Degree,1,1001,High,Female,37,High,1,Laboratory Technician,2,Married,2811,12086,9,Y,No,14,Excellent,Medium,80,1,4,2,Better,2,2,2,2
45,No,Non-Travel,248,Research & Development,23,College,Life Sciences,1,1002,Very High,Male,42,High,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,Excellent,High,80,1,9,2,Better,9,8,0,8
47,No,Travel_Rarely,955,Sales,4,College,Life Sciences,1,1003,Very High,Female,83,High,2,Sales Executive,4,Single,4163,8571,1,Y,Yes,17,Excellent,High,80,0,9,0,Better,9,0,0,7
30,Yes,Travel_Rarely,138,Research & Development,22,Bachelor,Life Sciences,1,1004,Low,Female,48,High,1,Research Scientist,3,Married,2132,11539,4,Y,Yes,11,Excellent,Medium,80,0,7,2,Better,5,2,0,1
50,No,Travel_Rarely,939,Research & Development,24,Bachelor,Life Sciences,1,1005,Very High,Male,95,High,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,Excellent,Very High,80,1,22,2,Better,12,11,1,5
38,No,Travel_Frequently,1391,Research & Development,10,Below College,Medical,1,1006,High,Male,66,High,1,Research Scientist,3,Married,2684,12127,0,Y,No,17,Excellent,Medium,80,1,3,0,Good,2,1,0,2
46,No,Travel_Rarely,566,Research & Development,7,College,Medical,1,1007,Very High,Male,75,High,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,No,13,Excellent,Medium,80,1,13,3,Better,8,7,0,7
24,No,Travel_Rarely,1206,Research & Development,17,Below College,Medical,1,1009,Very High,Female,41,Medium,2,Manufacturing Director,3,Divorced,4377,24117,1,Y,No,15,Excellent,Medium,80,2,5,6,Better,4,2,3,2
35,Yes,Travel_Rarely,622,Research & Development,14,Master,Other,1,1010,High,Male,39,Medium,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Yes,24,Outstanding,Very High,80,1,5,2,Bad,4,2,0,2
31,No,Travel_Frequently,853,Research & Development,1,Below College,Life Sciences,1,1011,High,Female,96,High,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,Excellent,High,80,1,4,1,Better,4,3,0,3
18,No,Non-Travel,287,Research & Development,5,College,Life Sciences,1,1012,Medium,Male,73,High,1,Research Scientist,4,Single,1051,13493,1,Y,No,15,Excellent,Very High,80,0,0,2,Better,0,0,0,0
54,No,Travel_Rarely,1441,Research & Development,17,Bachelor,Technical Degree,1,1013,High,Female,56,High,3,Manufacturing Director,3,Married,10739,13943,8,Y,No,11,Excellent,High,80,1,22,2,Better,10,7,0,8
35,No,Travel_Rarely,583,Research & Development,25,Master,Medical,1,1014,High,Female,57,High,3,Healthcare Representative,3,Divorced,10388,6975,1,Y,Yes,11,Excellent,High,80,1,16,3,Good,16,10,10,1
30,No,Travel_Rarely,153,Research & Development,8,College,Life Sciences,1,1015,Medium,Female,73,Very High,3,Research Director,1,Married,11416,17802,0,Y,Yes,12,Excellent,High,80,3,9,4,Good,8,7,1,7
20,Yes,Travel_Rarely,1097,Research & Development,11,Bachelor,Medical,1,1016,Very High,Female,98,Medium,1,Research Scientist,1,Single,2600,18275,1,Y,Yes,15,Excellent,Low,80,0,1,2,Better,1,0,0,0
30,Yes,Travel_Frequently,109,Research & Development,5,Bachelor,Medical,1,1017,Medium,Female,60,High,1,Laboratory Technician,2,Single,2422,25725,0,Y,No,17,Excellent,Low,80,0,4,3,Better,3,2,1,2
26,No,Travel_Rarely,1066,Research & Development,2,College,Medical,1,1018,Very High,Male,32,Very High,2,Manufacturing Director,4,Married,5472,3334,1,Y,No,12,Excellent,Medium,80,0,8,2,Better,8,7,1,3
22,No,Travel_Rarely,217,Research & Development,8,Below College,Life Sciences,1,1019,Medium,Male,94,Low,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,Excellent,Low,80,1,4,3,Good,4,3,1,1
48,No,Travel_Rarely,277,Research & Development,6,Bachelor,Life Sciences,1,1022,Low,Male,97,Medium,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,Excellent,Very High,80,0,19,0,Better,2,2,2,2
48,No,Travel_Rarely,1355,Research & Development,4,Master,Life Sciences,1,1024,High,Male,78,Medium,3,Healthcare Representative,3,Single,10999,22245,7,Y,No,14,Excellent,Medium,80,0,27,3,Better,15,11,4,8
41,No,Travel_Rarely,549,Research & Development,7,College,Medical,1,1025,Very High,Female,42,High,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,Excellent,Medium,80,0,8,6,Better,2,2,2,1
39,No,Travel_Rarely,466,Research & Development,1,Below College,Life Sciences,1,1026,Very High,Female,65,Medium,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,Excellent,High,80,1,21,3,Better,21,6,11,8
27,No,Travel_Rarely,1055,Research & Development,2,Master,Life Sciences,1,1027,Low,Female,47,High,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,Excellent,Medium,80,1,4,2,Better,3,2,2,2
35,No,Travel_Rarely,802,Research & Development,10,Bachelor,Other,1,1028,Medium,Male,45,High,1,Laboratory Technician,4,Divorced,3917,9541,1,Y,No,20,Outstanding,Low,80,1,3,4,Good,3,2,1,2
42,No,Travel_Rarely,265,Sales,5,College,Marketing,1,1029,Very High,Male,90,High,5,Manager,3,Married,18303,7770,6,Y,No,13,Excellent,Medium,80,0,21,3,Best,1,0,0,0
50,No,Travel_Rarely,804,Research & Development,9,Bachelor,Life Sciences,1,1030,Low,Male,64,High,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,Excellent,Medium,80,0,8,5,Better,1,0,0,0
59,No,Travel_Rarely,715,Research & Development,2,Bachelor,Life Sciences,1,1032,High,Female,69,Medium,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,Excellent,Low,80,0,30,4,Better,5,3,4,3
37,Yes,Travel_Rarely,1141,Research & Development,11,College,Medical,1,1033,Low,Female,61,Low,2,Healthcare Representative,2,Married,4777,14382,5,Y,No,15,Excellent,Low,80,0,15,2,Bad,1,0,0,0
55,No,Travel_Frequently,135,Research & Development,18,Master,Medical,1,1034,High,Male,62,High,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,Excellent,Very High,80,2,17,3,Better,8,7,6,7
41,No,Non-Travel,247,Research & Development,7,Below College,Life Sciences,1,1035,Medium,Female,55,Low,5,Research Director,3,Divorced,19973,20284,1,Y,No,22,Outstanding,Medium,80,2,21,3,Better,21,16,5,10
38,No,Travel_Rarely,1035,Sales,3,Master,Life Sciences,1,1036,Medium,Male,42,High,2,Sales Executive,4,Single,6861,4981,8,Y,Yes,12,Excellent,High,80,0,19,1,Better,1,0,0,0
26,Yes,Non-Travel,265,Sales,29,College,Medical,1,1037,Medium,Male,79,Low,2,Sales Executive,1,Single,4969,21813,8,Y,No,18,Excellent,Very High,80,0,7,6,Better,2,2,2,2
52,Yes,Travel_Rarely,266,Sales,2,Below College,Marketing,1,1038,Low,Female,57,Low,5,Manager,4,Married,19845,25846,1,Y,No,15,Excellent,Very High,80,1,33,3,Better,32,14,6,9
44,No,Travel_Rarely,1448,Sales,28,Bachelor,Medical,1,1039,Very High,Female,53,Very High,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,Excellent,High,80,1,23,2,Better,12,11,11,11
50,No,Non-Travel,145,Sales,1,Bachelor,Life Sciences,1,1040,Very High,Female,95,High,2,Sales Executive,3,Married,6347,24920,0,Y,No,12,Excellent,Low,80,1,19,3,Better,18,7,0,13
36,Yes,Travel_Rarely,885,Research & Development,16,Master,Life Sciences,1,1042,High,Female,43,Very High,1,Laboratory Technician,1,Single,2743,8269,1,Y,No,16,Excellent,High,80,0,18,1,Better,17,13,15,14
39,No,Travel_Frequently,945,Research & Development,22,Bachelor,Medical,1,1043,Very High,Female,82,High,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,Excellent,High,80,0,21,2,Better,21,6,2,8
33,No,Non-Travel,1038,Sales,8,Below College,Life Sciences,1,1044,Medium,Female,88,Medium,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,Excellent,Very High,80,0,3,2,Good,2,2,2,2
45,No,Travel_Rarely,1234,Sales,11,College,Life Sciences,1,1045,Very High,Female,90,High,4,Manager,4,Married,17650,5404,3,Y,No,13,Excellent,Medium,80,1,26,4,Best,9,3,1,1
32,No,Non-Travel,1109,Research & Development,29,Master,Medical,1,1046,Very High,Female,69,High,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,Excellent,Medium,80,0,10,2,Better,8,7,7,7
34,No,Travel_Rarely,216,Sales,1,Master,Marketing,1,1047,Medium,Male,75,Very High,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,Excellent,Very High,80,1,16,2,Good,15,1,0,9
59,No,Travel_Rarely,1089,Sales,1,College,Technical Degree,1,1048,Medium,Male,66,High,3,Manager,4,Married,11904,11038,3,Y,Yes,14,Excellent,High,80,1,14,1,Bad,6,4,0,4
45,No,Travel_Rarely,788,Human Resources,24,Master,Medical,1,1049,Medium,Male,36,High,1,Human Resources,2,Single,2177,8318,1,Y,No,16,Excellent,Low,80,0,6,3,Better,6,3,0,4
53,No,Travel_Frequently,124,Sales,2,Bachelor,Marketing,1,1050,High,Female,38,Medium,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,Excellent,Low,80,1,30,2,Better,15,7,6,12
36,Yes,Travel_Rarely,660,Research & Development,15,Bachelor,Other,1,1052,Low,Male,81,High,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,Excellent,Medium,80,1,9,3,Good,1,0,0,0
26,Yes,Travel_Frequently,342,Research & Development,2,Bachelor,Life Sciences,1,1053,Low,Male,57,High,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,Excellent,Medium,80,1,6,2,Better,3,2,1,2
34,No,Travel_Rarely,1333,Sales,10,Master,Life Sciences,1,1055,High,Female,87,High,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,Excellent,Very High,80,1,1,2,Better,1,1,0,0
28,No,Travel_Rarely,1144,Sales,10,Below College,Medical,1,1056,Very High,Male,74,High,1,Sales Representative,2,Married,1052,23384,1,Y,No,22,Outstanding,Medium,80,0,1,5,Better,1,0,0,0
38,No,Travel_Frequently,1186,Research & Development,3,Master,Other,1,1060,High,Male,44,High,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,Excellent,Low,80,1,8,2,Better,2,2,2,2
50,No,Travel_Rarely,1464,Research & Development,2,Master,Medical,1,1061,Medium,Male,62,High,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,Excellent,Very High,80,1,29,2,Good,8,1,7,7
37,No,Travel_Rarely,124,Research & Development,3,Bachelor,Other,1,1062,Very High,Female,35,High,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,Excellent,Low,80,0,8,3,Good,4,3,0,1
40,No,Travel_Rarely,300,Sales,26,Bachelor,Marketing,1,1066,High,Male,74,High,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,Excellent,Medium,80,1,8,3,Good,7,7,7,5
26,No,Travel_Frequently,921,Research & Development,1,Below College,Medical,1,1068,Low,Female,66,Medium,1,Research Scientist,3,Divorced,2007,25265,1,Y,No,13,Excellent,High,80,2,5,5,Better,5,3,1,3
46,No,Travel_Rarely,430,Research & Development,1,Master,Medical,1,1069,Very High,Male,40,High,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,Excellent,Very High,80,2,23,0,Better,2,2,2,2
54,No,Travel_Rarely,1082,Sales,2,Master,Life Sciences,1,1070,High,Female,41,Medium,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,Excellent,Medium,80,1,13,4,Better,9,4,7,0
56,No,Travel_Frequently,1240,Research & Development,9,Bachelor,Medical,1,1071,Low,Female,63,High,1,Research Scientist,3,Married,2942,12154,2,Y,No,19,Excellent,Medium,80,1,18,4,Better,5,4,0,3
36,No,Travel_Rarely,796,Research & Development,12,Doctor,Medical,1,1073,Very High,Female,51,Medium,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,Excellent,Medium,80,0,15,2,Good,14,8,7,8
55,No,Non-Travel,444,Research & Development,2,Below College,Medical,1,1074,High,Male,40,Medium,4,Manager,1,Single,16756,17323,7,Y,No,15,Excellent,Medium,80,0,31,3,Best,9,7,6,2
43,No,Travel_Rarely,415,Sales,25,Bachelor,Medical,1,1076,High,Male,79,Medium,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,Excellent,High,80,1,18,5,Better,1,0,0,0
20,Yes,Travel_Frequently,769,Sales,9,Bachelor,Marketing,1,1077,Very High,Female,54,High,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,Excellent,Medium,80,0,2,3,Better,2,2,0,2
21,Yes,Travel_Rarely,1334,Research & Development,10,Bachelor,Life Sciences,1,1079,High,Female,36,Medium,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,Excellent,Low,80,0,1,6,Good,1,0,1,0
46,No,Travel_Rarely,1003,Research & Development,8,Master,Life Sciences,1,1080,Very High,Female,74,Medium,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,Outstanding,Low,80,3,19,2,Better,16,13,1,7
51,Yes,Travel_Rarely,1323,Research & Development,4,Master,Life Sciences,1,1081,Low,Male,34,High,1,Research Scientist,3,Married,2461,10332,9,Y,Yes,12,Excellent,High,80,3,18,2,Best,10,0,2,7
28,Yes,Non-Travel,1366,Research & Development,24,College,Technical Degree,1,1082,Medium,Male,72,Medium,3,Healthcare Representative,1,Single,8722,12355,1,Y,No,12,Excellent,Low,80,0,10,2,Good,10,7,1,9
26,No,Travel_Rarely,192,Research & Development,1,College,Medical,1,1083,Low,Male,59,Medium,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,Excellent,Low,80,2,6,2,Better,5,3,1,3
30,No,Travel_Rarely,1176,Research & Development,20,Bachelor,Other,1,1084,High,Male,85,High,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,Excellent,High,80,1,7,1,Good,6,2,0,2
41,No,Travel_Rarely,509,Research & Development,7,College,Technical Degree,1,1085,Medium,Female,43,Very High,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,Excellent,High,80,0,10,3,Better,10,6,0,8
38,No,Travel_Rarely,330,Research & Development,17,Below College,Life Sciences,1,1088,High,Female,65,Medium,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,Excellent,Low,80,1,20,4,Good,19,9,1,9
40,No,Travel_Rarely,1492,Research & Development,20,Master,Technical Degree,1,1092,Low,Male,61,High,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,Outstanding,Very High,80,1,14,6,Better,11,10,11,1
27,No,Non-Travel,1277,Research & Development,8,Doctor,Life Sciences,1,1094,Low,Male,87,Low,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,Excellent,Very High,80,3,3,4,Better,3,2,1,2
55,No,Travel_Frequently,1091,Research & Development,2,Below College,Life Sciences,1,1096,Very High,Male,65,High,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,Excellent,Medium,80,1,23,4,Better,3,2,1,2
28,No,Travel_Rarely,857,Research & Development,10,Bachelor,Other,1,1097,High,Female,59,High,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,Excellent,Very High,80,0,10,4,Best,8,7,1,7
44,Yes,Travel_Rarely,1376,Human Resources,1,College,Medical,1,1098,Medium,Male,91,Medium,3,Human Resources,1,Married,10482,2326,9,Y,No,14,Excellent,Very High,80,1,24,1,Better,20,6,3,6
33,No,Travel_Rarely,654,Research & Development,5,Bachelor,Life Sciences,1,1099,Very High,Male,34,Medium,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,No,15,Excellent,High,80,1,9,2,Better,3,2,1,2
35,Yes,Travel_Rarely,1204,Sales,4,Bachelor,Technical Degree,1,1100,Very High,Male,86,High,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,Outstanding,Low,80,0,9,2,Better,8,7,4,7
33,Yes,Travel_Frequently,827,Research & Development,29,Master,Medical,1,1101,Low,Female,54,Medium,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,Outstanding,Medium,80,0,14,4,Better,13,7,3,8
28,No,Travel_Rarely,895,Research & Development,15,College,Life Sciences,1,1102,Low,Male,50,High,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,Excellent,Very High,80,1,4,5,Good,4,2,2,2
34,No,Travel_Frequently,618,Research & Development,3,Below College,Life Sciences,1,1103,Low,Male,45,High,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,Excellent,High,80,0,7,1,Good,6,2,0,4
37,No,Travel_Rarely,309,Sales,10,Master,Life Sciences,1,1105,Very High,Female,88,Medium,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,Excellent,High,80,3,8,5,Better,1,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,Below College,Technical Degree,1,1106,Very High,Male,32,High,1,Laboratory Technician,4,Married,3691,4605,1,Y,Yes,15,Excellent,Medium,80,1,7,3,Best,7,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,21,Bachelor,Medical,1,1107,Low,Male,37,High,1,Laboratory Technician,3,Divorced,2377,19373,1,Y,No,20,Outstanding,High,80,1,1,0,Good,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,Bachelor,Medical,1,1108,Low,Male,55,Medium,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,Outstanding,Medium,80,0,5,0,Better,2,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,College,Medical,1,1109,Very High,Male,35,High,4,Manager,1,Married,17665,14399,0,Y,No,17,Excellent,Very High,80,1,23,3,Better,22,6,13,7
28,Yes,Travel_Frequently,1009,Research & Development,1,Bachelor,Medical,1,1111,Low,Male,45,Medium,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,Excellent,Low,80,2,1,2,Better,1,0,0,0
50,Yes,Travel_Frequently,959,Sales,1,Master,Other,1,1113,Very High,Male,81,High,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,Excellent,Very High,80,0,5,4,Better,0,0,0,0
33,No,Travel_Frequently,970,Sales,7,Bachelor,Life Sciences,1,1114,Very High,Female,30,High,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,Excellent,High,80,1,4,3,Better,3,2,0,2
34,No,Non-Travel,697,Research & Development,3,Master,Life Sciences,1,1115,High,Male,40,Medium,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,Excellent,Very High,80,3,6,2,Better,0,0,0,0
48,No,Non-Travel,1262,Research & Development,1,Master,Medical,1,1116,Low,Male,35,Very High,4,Manager,4,Single,16885,16154,2,Y,No,22,Outstanding,High,80,0,27,3,Good,5,4,2,1
45,No,Non-Travel,1050,Sales,9,Master,Life Sciences,1,1117,Medium,Female,65,Medium,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,Excellent,Very High,80,1,15,2,Better,15,10,4,12
52,No,Travel_Rarely,994,Research & Development,7,Master,Life Sciences,1,1118,Medium,Male,87,High,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,Excellent,Very High,80,0,18,4,Better,8,6,4,0
38,No,Travel_Rarely,770,Sales,10,Master,Marketing,1,1119,High,Male,73,Medium,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,Excellent,Medium,80,2,9,2,Better,8,7,2,7
29,No,Travel_Rarely,1107,Research & Development,28,Master,Life Sciences,1,1120,High,Female,93,High,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,Outstanding,Low,80,1,11,1,Better,7,5,1,7
28,No,Travel_Rarely,950,Research & Development,3,Bachelor,Medical,1,1121,Very High,Female,93,High,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,Excellent,Medium,80,3,10,3,Good,9,7,1,7
46,No,Travel_Rarely,406,Sales,3,Below College,Marketing,1,1124,Low,Male,52,High,4,Manager,3,Married,17465,15596,3,Y,No,12,Excellent,Very High,80,1,23,3,Better,12,9,4,9
38,No,Travel_Rarely,130,Sales,2,College,Marketing,1,1125,Very High,Male,32,High,3,Sales Executive,2,Single,7351,20619,7,Y,No,16,Excellent,High,80,0,10,2,Better,1,0,0,0
43,No,Travel_Frequently,1082,Research & Development,27,Bachelor,Life Sciences,1,1126,High,Female,83,High,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,Excellent,High,80,1,18,1,Better,8,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,2,Bachelor,Life Sciences,1,1127,Low,Male,84,High,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,Excellent,Very High,80,3,21,4,Better,18,7,11,5
40,No,Travel_Rarely,1308,Research & Development,14,Bachelor,Medical,1,1128,High,Male,44,Medium,5,Research Director,3,Single,19626,17544,1,Y,No,14,Excellent,Low,80,0,21,2,Best,20,7,4,9
21,No,Travel_Rarely,984,Research & Development,1,Below College,Technical Degree,1,1131,Very High,Female,70,Medium,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,Excellent,High,80,0,2,6,Best,2,2,2,2
39,No,Non-Travel,439,Research & Development,9,Bachelor,Life Sciences,1,1132,High,Male,70,High,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,Excellent,High,80,0,9,2,Good,5,4,0,3
36,No,Non-Travel,217,Research & Development,18,Master,Life Sciences,1,1133,Low,Male,78,High,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,Outstanding,Low,80,0,18,0,Better,11,9,0,9
31,No,Travel_Frequently,793,Sales,20,Bachelor,Life Sciences,1,1135,High,Male,67,Very High,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,Excellent,Low,80,1,3,4,Better,2,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,Below College,Life Sciences,1,1136,Low,Male,67,Medium,1,Research Scientist,2,Married,3201,19911,0,Y,No,17,Excellent,Low,80,0,6,2,Bad,5,3,0,4
35,No,Travel_Frequently,1182,Sales,11,College,Marketing,1,1137,Very High,Male,54,High,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,Excellent,Very High,80,1,5,3,Better,5,2,0,2
49,No,Travel_Rarely,174,Sales,8,Master,Technical Degree,1,1138,Very High,Male,56,Medium,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,Excellent,Medium,80,1,22,3,Better,9,8,2,3
34,No,Travel_Frequently,1003,Research & Development,2,College,Life Sciences,1,1140,Very High,Male,95,High,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,Excellent,Very High,80,0,5,3,Good,3,2,0,2
29,No,Travel_Frequently,490,Research & Development,10,Bachelor,Life Sciences,1,1143,Very High,Female,61,High,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,Excellent,Very High,80,2,8,2,Good,7,5,1,1
42,No,Travel_Rarely,188,Research & Development,29,Bachelor,Medical,1,1148,Medium,Male,56,Low,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,Excellent,Low,80,0,16,3,Better,1,0,0,0
29,No,Travel_Rarely,718,Research & Development,8,Below College,Medical,1,1150,Medium,Male,79,Medium,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,Excellent,High,80,1,10,2,Good,10,7,1,2
38,No,Travel_Rarely,433,Human Resources,1,Bachelor,Human Resources,1,1152,High,Male,37,Very High,1,Human Resources,3,Married,2844,6004,1,Y,No,13,Excellent,Very High,80,1,7,2,Best,7,6,5,0
28,No,Travel_Frequently,773,Research & Development,6,Bachelor,Life Sciences,1,1154,High,Male,39,Medium,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,Excellent,Very High,80,1,3,2,Better,3,1,0,2
18,Yes,Non-Travel,247,Research & Development,8,Below College,Medical,1,1156,High,Male,80,High,1,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,Excellent,Very High,80,0,0,0,Better,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,Master,Marketing,1,1157,Low,Female,77,High,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,Excellent,Low,80,0,6,3,Better,5,2,0,3
41,No,Travel_Rarely,167,Research & Development,12,Master,Life Sciences,1,1158,Medium,Male,46,High,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,Excellent,Low,80,1,6,4,Better,1,0,0,0
